id,name,url,router,cover,rating,developer,released,updated,technology,platform,classification,class,wiki,description,tags,embed
2792,Bathroom Escape,https://www.crazygames.com/game/bathroom-escape,bathroom-escape,https://images.crazygames.com/bathroom-escape/20221228170922/bathroom-escape-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,7.2,Isotronic,December 2022,January 2023,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet)",Games » Adventure » Puzzle » Escape,Adventure,,"Bathroom Escape is an escape game where you must solve all the puzzles to escape from the bathroom. Find any objects that can be useful, and also, use your logic and memory skills to solve the riddles.","Adventure, Point and Click, Escape, Logic, Mouse, Memory",https://www.crazygames.com/embed/bathroom-escape
2793,Coin Clicker,https://www.crazygames.com/game/coin-clicker,coin-clicker,https://images.crazygames.com/coin-clicker/20220811081002/coin-clicker-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.2,Isotronic,August 2022,August 2022,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet)",Games » Clicker » Idle,Clicker,,Coin Clicker is an idle game where you click to get all the coins and buy upgrades to reach the maximum level!,"Clicker, Mouse, Idle",https://www.crazygames.com/embed/coin-clicker
2794,Drawer Super Racer,https://www.crazygames.com/game/drawer-super-racer,drawer-super-racer,https://images.crazygames.com/drawer-super-racer/20220505154911/drawer-super-racer-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.1,Seryas Games,May 2022,,HTML5 (Unity WebGL),"Browser (desktop-only),App Store(Android)",Games » Casual » Art » Drawing,Casual,,"Drawer Super Racer is an arcade game to draw your shape of legs and win the race. Collect superpowers (Boost, Speed-up Engine, and Big jump) when it appears by holding onto them!","Casual, 3D, Jumping, Racing, Drawing, Obstacle, Collect",https://www.crazygames.com/embed/drawer-super-racer
2795,Tanks PVP Showdown,https://www.crazygames.com/game/tanks-pvp-showdown,tanks-pvp-showdown,https://images.crazygames.com/tanks-pvp-showdown/20221205185615/tanks-pvp-showdown-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,7.6,,December 2022,,HTML5,"Browser (desktop,mobile,tablet)",Games » Action » Tank,Action,,Tanks PVP Showdown is a real-time multiplayer PvP action game to destroy your opponent's tank. You can use a variety of weapons to deal massive damage to your enemies. Earn some money to unlock new stronger tanks.,"Action, Destroy, Strategy, War, Tank, Multiplayer",https://www.crazygames.com/embed/tanks-pvp-showdown
2796,Emoji Hunt,https://www.crazygames.com/game/emoji-hunt,emoji-hunt,https://images.crazygames.com/emoji-hunt/20220309085644/emoji-hunt-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,7.6,curtastic,March 2022,,HTML5,"Browser (desktop,mobile,tablet)",Games » Puzzle » Cute » Animal,Puzzle,,Emoji Hunt is a puzzle game to find the animal emoji before the time runs out! This game has 100 levels to beat and lots of powerups you can get. Prove the sharpness of your eyes by playing Emoji Hunt!,"Puzzle, Cartoon, 2D, Animal, Mouse",https://www.crazygames.com/embed/emoji-hunt
2797,Cookie Delivery,https://www.crazygames.com/game/cookie-delivery,cookie-delivery,https://images.crazygames.com/cookie-delivery/20210809133842/cookie-delivery-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,7.7,aleksbog,August 2021,,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet)",Games » Action » Arcade » Platform,Action,,"Cookie Delivery is an action game about being a cookie deliveryman. This work is dangerous and difficult; in addition to obstacles on the road, you have to shoot back the animals who want to steal the cookies.","Action, Horse, 1 Player, Side Scrolling, Platform, 2D, Animal, Collect",https://www.crazygames.com/embed/cookie-delivery
2798,Suez Canal Training Simulator,https://www.crazygames.com/game/suez-canal-training-simulator,suez-canal-training-simulator,https://images.crazygames.com/suez-canal-training-simulator/20210417092956/suez-canal-training-simulator-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,7.6,MythicalCity,April 2021,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Driving » Boat,Driving,,,"Driving, Water, 3D, 1 Player, Simulation, Difficult, Physics, Boat, Lol, Skill",https://www.crazygames.com/embed/suez-canal-training-simulator
2799,Princess Homeland,https://www.crazygames.com/game/princess-homeland-dress-up-game,princess-homeland-dress-up-game,https://images.crazygames.com/princess-homeland-dress-up-game/20210226123048/princess-homeland-dress-up-game-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.6,,,,HTML5,"Browser (desktop,mobile,tablet)",Games » Beauty » Dress Up,Beauty,,,"Beauty, Dress Up, Fashion, Gamerina, Princess",https://www.crazygames.com/embed/princess-homeland-dress-up-game
2800,Kogama Lego Star Wars,https://www.crazygames.com/game/kogama-lego-star-wars,kogama-lego-star-wars,https://images.crazygames.com/games/kogama-lego-star-wars/thumb-1581712233275.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.4,Multiverse ApS,January 2020,,HTML5,Browser (desktop-only),Games » Action » Kogama,Action,,,"Action, 3D, Multiplayer, Kogama",https://www.crazygames.com/embed/kogama-lego-star-wars
2801,Scarred Online Game,https://www.crazygames.com/game/scarred,scarred,https://images.crazygames.com/games/scarred/thumb-1580115411190.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.4,,,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Adventure » Horror,Adventure,,Scarred is a mysterious psychological-based Silent-Hill-like puzzle game. Take control as a police officer that follows the story of Lori who tries to find her parents.,"Adventure, Horror, WTF, Mystery, Side Scrolling, Logic",https://www.crazygames.com/embed/scarred
2802,Russian Kamaz Truck Driver 2,https://www.crazygames.com/game/russian-kamaz-truck-driver-2,russian-kamaz-truck-driver-2,https://images.crazygames.com/games/russian-kamaz-truck-driver-2/cover-1574681319078.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.4,Fly Troll Studio,November 2019,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Driving » Truck,Driving,,,"Driving, Parking, Truck, 3D, 1 Player, Simulation, Car, Mission",https://www.crazygames.com/embed/russian-kamaz-truck-driver-2
2803,Russian UAZ 4x4 Driving Simulator,https://www.crazygames.com/game/russian-uaz-4x4-driving-simulator,russian-uaz-4x4-driving-simulator,https://images.crazygames.com/russian-uaz-4x4-driving-simulator?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.4,Fly Troll Studio,March 2019,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Driving » Parking,Driving,,Russian UAZ 4x4 Driving Simulator is a complex and challenging driving game. You must jump into the driving seat of a classic Russian UAZ vehicle and try to complete some tricky parking challenges.,"Driving, Parking, 3D, Simulation, Car, Speed",https://www.crazygames.com/embed/russian-uaz-4x4-driving-simulator
2804,Grand Stunt Auto,https://www.crazygames.com/game/grand-stunt-auto,grand-stunt-auto,https://images.crazygames.com/grand-stunt-auto.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.4,ClawsDev,February 2019,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Driving » Car,Driving,,"Grand Stunt Auto is a realistic driving game that has awesome physics and beautiful 3D graphics. In this game, you can test your driving and stunt skills and try to gain the crown of being the top stunt driver.","Driving, Stunt, 3D, Car, Drifting",https://www.crazygames.com/embed/grand-stunt-auto
2805,KOGAMA Reach the Flag,https://www.crazygames.com/game/kogama-reach-the-flag,kogama-reach-the-flag,https://images.crazygames.com/kogamareachtheflag.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.2,Multiverse ApS,December 2018,,HTML5,Browser (desktop-only),Games » Casual » Parkour,Casual,,,"Casual, Parkour, 3D, Multiplayer, Kogama",https://www.crazygames.com/embed/kogama-reach-the-flag
2806,Drop Kick World Cup,https://www.crazygames.com/game/drop-kick-world-cup-2018,drop-kick-world-cup-2018,https://images.crazygames.com/dropkickworldcup2018.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,7.1,,,,HTML5,"Browser (desktop,mobile,tablet)",Games » Sports » Soccer » Penalty,Sports,,"Drop Kick: World Cup 2018 is an awesome soccer game that will help you prepare for the upcoming football world cup in Russia! Instead of playing a full 90 minutes of football, you can instead take part in a cool penalty shootout tournament with other teams from around the world!","Sports, Soccer, Penalty, Ball, World Cup",https://www.crazygames.com/embed/drop-kick-world-cup-2018
2807,Slendrina Must Die The Forest,https://www.crazygames.com/game/slendrina-must-die-the-forest,slendrina-must-die-the-forest,https://images.crazygames.com/slendrinamustdietheforest.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.3,Poison Games,February 2018,,HTML5 (Unity WebGL),"Browser (desktop-only),App Store(Android)",Games » Shooting » Horror,Shooting,,Slendrina Must Die: The Forest is a fantastic first-person shooter with horror elements. You must uncover the sinister and strange Slendrina who lives within a dark and mysterious forest with her mother and children. You must explore the forest and locate seven keys that will help you complete the mission and unlock the dark secrets surrounding this woman.,"Shooting, Horror, Halloween, 3D, Monster, Mission, FPS",https://www.crazygames.com/embed/slendrina-must-die-the-forest
2808,Kogama Longest Stairs,https://www.crazygames.com/game/kogama-longest-stair,kogama-longest-stair,https://images.crazygames.com/games/kogama-longest-stair/cover-1656433584749.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.1,Multiverse ApS,November 2017,,HTML5,Browser (desktop-only),Games » Casual » Kogama,Casual,,"Enter the exciting and blocky world of Kogama once more with their latest release: Kogama Longest Stairs. As you may have guessed, this game involves an immense staircase that stretches to the heavens. The aim of the game is simple – you must climb the monumental staircase and be the first to reach the flagpole at the top!","Casual, 3D, Jumping, Running, Multiplayer, Kogama",https://www.crazygames.com/embed/kogama-longest-stair
2809,The Spear Stickman,https://www.crazygames.com/game/the-spear-stickman,the-spear-stickman,https://images.crazygames.com/games/the-spear-stickman/thumb-1560335975886.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9,,,,HTML5,"Browser (desktop,mobile,tablet)",Games » Action » Arcade » Stickman,Action,,The Spear Stickman is a fun and fast-paced stick game of brutal spear throwing combat. You control a stickman armed only with a spear - you must kill the other stickmen who appear at random on different platforms and attempt to kill you. Using your mouse you must adjust the angle of your shot and aim quickly to take down your foe!,"Action, Physics, Stickman, Bloody",https://www.crazygames.com/embed/the-spear-stickman
2810,Nonogram FRVR,https://www.crazygames.com/game/nonogram-frvr,nonogram-frvr,https://images.crazygames.com/nonogramfrvr.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.3,Chris Benjaminsen,May 2017,,HTML5,"Browser (desktop,mobile,tablet),App Store(Android)",Games » Puzzle,Puzzle,,If you love classic logic puzzle games such as Sudoku then you will adore Nonogram FRVR. This challenging game of logic will test your mental ability and tickle your brain. Each level consists of a tiled playing board - at the edge of each column and row there are a sequence of numbers - these numbers denote how many tiles should be lit. A single number represents an adjacent sequence of lit tiles i.e. a umber two would mean two tiles in that row or column have to be lit next to each other.,"Puzzle, Difficult, Color, Logic, Block",https://www.crazygames.com/embed/nonogram-frvr
2811,Dark Lands,https://www.crazygames.com/game/dark-lands,dark-lands,https://images.crazygames.com/games/dark-lands/cover-1635333581964.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.7,Mingle Games,July 2021,,HTML5,"Browser (desktop,mobile,tablet)",Games » Action » Arcade » Platform,Action,,"Dark Lands is a side-scrolling battle runner action game. Enter the Dark Lands and test your survival skills. Buy magnets, crystals, and immortality bonuses to defeat orcs and avoid death. You can spend gems on improved helmets, armor, boots, and gloves. Good luck!","Action, Running, Side Scrolling, Platform, Monster, Survival",https://www.crazygames.com/embed/dark-lands
2812,GrindCraft,https://www.crazygames.com/game/grindcraft,grindcraft,https://images.crazygames.com/games/grindcraft/cover-1662723311926.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9,Playsaurus,April 2016,May 2022,HTML5,"Browser (desktop,mobile,tablet),App Store(Android)",Games » Clicker » Adventure » Minecraft,Clicker,,GrindCraft is a Minecraft-themed clicker game based on crafting. Collect various raw materials and climb the crafting ladder to create stronger items. Hover over craftable items to reveal the resources required to create them.,"Clicker, Sandbox, Pixel, Minecraft, Crafting, Idle",https://www.crazygames.com/embed/grindcraft
2813,Girlfriend from Hell,https://www.crazygames.com/game/girlfriend-from-hell,girlfriend-from-hell,https://images.crazygames.com/girlfriend-from-hell_16x9/20240820044732/girlfriend-from-hell_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,7.8,Mirra Games,August 2024,,HTML5,"Browser (desktop,mobile,tablet),Steam",Games » Casual » Story,Casual,,"Girlfriend From Hell is a 2D arcade puzzle game where you help Miya unleash her fury on Haruto after a heartbreaking rejection. Set up traps using various objects, like toy balls or a sawed-through chair, to make Haruto's life miserable. Your goal is to creatively sabotage his every move in this chaotic revenge quest.","Casual, Mobile, Story, Cartoon, 2D, Arcade",https://www.crazygames.com/embed/girlfriend-from-hell
